Business Name,Address,City,Permit Id,Type,Class,Inspection Date,Inspection Type,Grade,Priority Violation *,
Paul's Ace Hardware,16605 E Palisades Blvd ,Fountain Hills,FD-14832,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Circle K Store No 9179,1203 S Power Rd ,Mesa,FD-14851,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,B,0,
Hazelwood,5401 N Scottsdale Rd ,Scottsdale,FD-15031,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Independence High School,6602 N 75th Ave ,Glendale,FD-15049,E & D 0-9 Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Drinking Water Store,7227 S Central Ave Suite 1090,Phoenix,FD-15199,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
Holsum Bakery Distribution Facility,17815 N 25th Ave ,Phoenix,FD-15216,Food Jobber ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Drinking Water Store,7227 S Central Ave Suite 1090,Phoenix,FD-15346,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,A,0,
Circle K No 9182,3989 W Ray Rd ,Chandler,FD-15379,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,B,1,
Circle K No 9182,3989 W Ray Rd ,Chandler,FD-15388,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,B,1,
Sanctuary On Camelback Mountain,5700 E Mcdonald Dr ,Paradise Valley,FD-15431,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,2,
Silver Q Billiards,6670 W Cactus Rd Suite 108,Glendale,FD-15556,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,A,0,
Quiktrip No 493,3445 W Baseline Rd ,Laveen,FD-15561,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Quiktrip No 493,3445 W Baseline Rd ,Laveen,FD-15612,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Arco Am/Pm,1735 S Cooper Rd ,Chandler,FD-15834,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,A,0,
Arco Am/Pm,1735 S Cooper Rd ,Chandler,FD-15835,Retail Food Establishment ,Class 2,3/22/19,Routine Inspection,A,0,
St Lukes Hospital,525 N 18th St ,Phoenix,FD-15871,Food Catering ,Class 5,3/21/19,Routine Inspection,A,0,
Musical Instrument Museum,4725 E Mayo Blvd ,Phoenix,FD-15887,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,Not Participating,1,
Musical Instrument Museum,4725 E Mayo Blvd ,Phoenix,FD-15888,Food Catering ,Class 5,3/22/19,Routine Inspection,Not Participating,0,
Wigwam Golf,451 N Old Litchfield Rd ,Litchfield Park,FD-15899,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,1,
Fresh Grounds,14185 N 83rd Ave ,Peoria,FD-15918,E & D 0-9 Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Chang's Chinese Buffet,9140 N 43rd Ave ,Glendale,FD-15994,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Hampton Inn & Suites,3265 S Market St ,Gilbert,FD-16087,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,C,2,
Hampton Inn & Suites,3265 S Market St ,Gilbert,FD-16106,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Scooptacular,5150 W Baseline Rd Suite 102,Phoenix,FD-16143,E & D 0-9 Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Ray's Pizza,4705 E Carefree Hwy Suite 105,Phoenix,FD-16188,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,Not Participating,0,
Nutrishop,1705 S Greenfield Rd Suite 104,Mesa,FD-16190,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Water & Ice Discount Superstore,5082 S Price Rd ,Tempe,FD-16234,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Water & Ice Discount Superstore,5082 S Price Rd ,Tempe,FD-16235,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Halo Halo Kitchen,3553 W Dunlap Ave ,Phoenix,FD-16501,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,C,2,
El Ranchero Mexican Restaurant,683 W Wickenburg Way ,Wickenburg,FD-16638,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
The Phoenix At The Sheraton,340 N 3rd St ,Phoenix,FD-16676,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
State Farm Stadium STE PANTRY/FINISH KITCHEN RM 05.17.01,1 Cardinals Dr ,Glendale,FD-16829,Food Catering ,Class 5,3/25/19,Routine Inspection,Not Participating,0,
Banner Health- Md Anderson Cancer Center,2946 E Banner Gateway Dr ,Gilbert,FD-16891,Hospital Food Service ,Class 5,3/21/19,Routine Inspection,Not Participating,0,
Halo Halo Kitchen,3553 W Dunlap Ave ,Phoenix,FD-16900,Food Catering ,Class 5,3/19/19,Routine Inspection,A,0,
Mesa Community College,1833 W Southern Ave ,Mesa,FD-17021,E & D 10+ Seating ,Class 4,3/19/19,Verification Visit,A,1,
Grounds For Thought,1833 W Southern Ave ,Mesa,FD-17030,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,A,0,
El Ranchero Mexican Restaurant,683 W Wickenburg Way ,Wickenburg,FD-17046,Food Catering ,Class 5,3/20/19,Routine Inspection,A,0,
Jimmy John's Gourmet Sandwiches,7708 W Bell Rd ,Glendale,FD-17085,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Crystal Water & Ice,1020 E Pecos Rd Suite 4,Chandler,FD-17169,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chipotle Mexican Grill,4622 E Cactus Rd ,Phoenix,FD-17307,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,B,1,
Michael Dominick's Lincoln Ave Prime Steakhouse,15169 N Scottsdale Rd ,Scottsdale,FD-17309,E & D 10+ Seating ,Class 4,3/21/19,Verification Visit,A,0,
Chick-Fil-A @ Crossroads Towne Center,2900 E Germann Rd ,Chandler,FD-17357,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Chick-Fil-A @ Crossroads Towne Center,2900 E Germann Rd ,Chandler,FD-17387,Food Processor ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Tilted Kilt,2 E Jefferson St Suite 22-217,Phoenix,FD-17388,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,Not Participating,2,
The Lost Leaf,914 N 5th St ,Phoenix,FD-17428,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Midwestern University - Chartwells,19555 N 59th Ave ,Glendale,FD-17535,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Thai Patio,1929 N Power Rd Suite 101,Mesa,FD-17768,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,4,
Los Favoritos Taco Shop,904 N Mcqueen Rd Suite 101,Gilbert,FD-17886,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Upper Crust Pizza,20235 N Cave Creek Rd Suite 111,Phoenix,FD-17904,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,Not Participating,0,
Target Store No 1838 Chandler West Santan,3425 W Frye Rd ,Chandler,FD-17922,Meat Market ,Class 4,3/20/19,Routine Inspection,B,1,
Fleming's Prime Steakhouse,905 N 54th St ,Chandler,FD-18036,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,B,1,
Quiktrip Corporation No 442,2010 S Arizona Ave ,Chandler,FD-18093,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Quiktrip Corporation No 442,2010 S Arizona Ave ,Chandler,FD-18094,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Federico's Mexican Foods,7410 S 35th Ave ,Phoenix,FD-18099,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Pizza Hut No 27000,20229 N 67th Ave ,Glendale,FD-18242,E & D 0-9 Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Pizza Hut No 26992,10050 W Bell Rd ,Sun City,FD-18379,E & D 0-9 Seating ,Class 3,3/22/19,Routine Inspection,A,0,
Del Taco,19880 N 59th Ave ,Glendale,FD-18413,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,B,0,
Gasco Mini Mart,3163 W Buckeye Rd ,Phoenix,FD-18445,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
El Hefe,4425 N Saddlebag Tr ,Scottsdale,FD-18520,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,3,
Alberto,7171 E Cave Creek Rd ,Carefree,FD-18678,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Yans Chinese Food,15557 W Roosevelt St Suite 101,Goodyear,FD-18691,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Falcon Distributor,2823 N 36th Ave Suite 109,Phoenix,FD-18746,Food Jobber ,Class 2,3/25/19,Routine Inspection,A,0,
Legacy Traditional School-Avondale,12320 W Van Buren St ,Avondale,FD-18812,School Food Service ,Class 2,3/19/19,Routine Inspection,A,0,
St Thomas Aquinas Church,13720 W Thomas Rd ,Avondale,FD-18849,Food Jobber ,Class 2,3/20/19,Routine Inspection,A,0,
Sprouts Farmers Market No 7,8040 N 19th Ave ,Phoenix,FD-18988,E & D 0-9 Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Sprouts Farmers Market No 7,8040 N 19th Ave ,Phoenix,FD-18989,Bakery ,Class 2,3/21/19,Verification Visit,A,0,
Sprouts Farmers Market No 7,8040 N 19th Ave ,Phoenix,FD-18990,Meat Market ,Class 4,3/21/19,Routine Inspection,A,0,
Sprouts Farmers Market No 7,8040 N 19th Ave ,Phoenix,FD-18991,Retail Food Establishment ,Class 2,3/21/19,Verification Visit,A,0,
Pita Heaven,2580 W Chandler Blvd Suite 3,Chandler,FD-19028,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,1,
Starbucks Coffee No 15746,4985 W Ray Rd ,Chandler,FD-19127,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Krispy Creations,7013 N 58th Ave ,Glendale,FD-19177,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,B,1,
Sprouts Farmers Market No 6,8375 W Thunderbird Rd ,Peoria,FD-19211,E & D 0-9 Seating ,Class 4,3/19/19,Routine Inspection,B,1,
Sprouts Farmers Market No 6,8375 W Thunderbird Rd ,Peoria,FD-19213,Meat Market ,Class 4,3/19/19,Routine Inspection,A,0,
Litchfield Elementary School,255 W Wigwam Blvd. ,Litchfield Park,FD-19479,School Food Service ,Class 3,3/25/19,Routine Inspection,A,0,
US Vets - Phoenix,3400 NW Grand Ave ,Phoenix,FD-19568,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Kwans Sampan Restaurant,1927 N Gilbert Rd Suite 13,Mesa,FD-19594,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,1,
Dairy Queen / Orange Julius,10100 W Lake Pleasant Pkwy Suite 1320,Peoria,FD-19681,E & D 10+ Seating ,Class 2,3/22/19,Routine Inspection,A,0,
Embassy Suites Hotel,4400 S Rural Rd ,Tempe,FD-19775,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Jack In The Box No 1546,11101 NW Grand Ave ,Youngtown,FD-19850,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,1,
Five Guys Burgers & Fries,3395 W Chandler Blvd Suite 3,Chandler,FD-19958,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Papa Murphy's Take N Bake Pizza,20020 N 59th Ave Space 105,Glendale,FD-19984,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Dao Kitchen No 2,34455 N 27th Dr Suite 160,Phoenix,FD-20207,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Michael's Catering,20645 N 28th St ,Phoenix,FD-20457,Food Processor ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
"Eat Me Gourmet Catering, LLC",4633 N 54TH St ,Phoenix,FD-20664,Food Catering ,Class 5,3/21/19,Routine Inspection,A,0,
Jack in the Box No 1180,5814 S Central Ave ,Phoenix,FD-20691,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Shanghai Club,3434 W Anthem Way Suite 166,Phoenix,FD-20952,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,0,
Resurrection Street Ministries,1135 E Main St ,Mesa,FD-22254,Food Bank ,Class 2,3/21/19,Routine Inspection,A,0,
"Urban Craft Food, Drinks, and Drafts",4400 S Rural Rd ,Tempe,FD-22413,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,1,
Valley Kwik Market,1938 E Roosevelt St ,Phoenix,FD-22516,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
The Foothills Golf Club,2201 E Clubhouse Dr ,Phoenix,FD-22520,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,1,
The Foothills Golf Club,2201 E Clubhouse Dr ,Phoenix,FD-22521,Retail Food Establishment ,Class 2,3/22/19,Routine Inspection,A,0,
Downtown Pizza Lounge,144 E Washington ,Phoenix,FD-22701,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Sprouts,4735 E Ray Rd ,Phoenix,FD-22754,E & D 0-9 Seating ,Class 4,3/21/19,Verification Visit,A,0,
Sprouts,4735 E Ray Rd ,Phoenix,FD-22755,Retail Food Establishment ,Class 3,3/21/19,Routine Inspection,A,0,
Sprouts,4735 E Ray Rd ,Phoenix,FD-22756,Meat Market ,Class 4,3/21/19,Verification Visit,A,0,
99 International Market,2742 W Camelback Rd ,Phoenix,FD-22939,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
99 International Market,2742 W Camelback Rd ,Phoenix,FD-22940,Meat Market ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Il Bosco Pizza,7120 E Becker Ln ,Scottsdale,FD-23103,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,Not Participating,1,
IPIC Theaters,15257 N Scottsdale Rd ,Scottsdale,FD-24493,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
US Foods Cafeteria,8075 S River Pkwy ,Tempe,FD-25358,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Arizona Conservatory for the Arts & Academics Elem School,16454 N 28th Ave ,Phoenix,FD-25486,Service Kitchen ,Class 2,3/21/19,Routine Inspection,A,0,
Bourbon Jacks Bar & Grill,11 W Boston St Suite 1,Chandler,FD-25748,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,C,2,
Subway No 54791,1301 E University Suite 120,Tempe,FD-25811,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,A,0,
West Phoenix High School,3835 W Thomas Rd ,Phoenix,FD-25936,Service Kitchen ,Class 2,3/25/19,Routine Inspection,A,0,
Upper Crust Pizza,20235 N Cave Creek Rd Suite 111,Phoenix,FD-25973,Food Catering ,Class 5,3/22/19,Routine Inspection,Not Participating,0,
Dollar Tree No 5005,2020 N 75th Ave Suite 25,Phoenix,FD-26210,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
Chanpen Thai Cuisine,2727 E Broadway Rd ,Phoenix,FD-26261,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,2,
Grounds for Thought,1833 W Southern Ave ,Mesa,FD-26395,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Hi-Fi,4420 N Saddlebag Tr Suite 110,Scottsdale,FD-26414,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,2,
Taco Bell No 28435,16655 W Bell Rd ,Surprise,FD-26590,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
South Gym/ Antelope Gym,3300 W Camelback Rd ,Phoenix,FD-26670,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,A,0,
Super 99C Plaza,6032 N 59th Ave Suite A,Glendale,FD-26774,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
Barro's Pizza,3053 W Agua Fria Hwy Suite 2,Phoenix,FD-27453,E & D 10+ Seating ,Class 3,3/22/19,Verification Visit,A,0,
Litchfield Elementary School,255 E Wigwam Blvd ,Litchfield Park,FD-27903,Food Catering ,Class 5,3/25/19,Verification Visit,A,0,
Latino Market Y Carniceria,5714 N 27th Ave ,Phoenix,FD-28505,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Latino Market Y Carniceria,5714 N 27th Ave ,Phoenix,FD-28506,Meat Market ,Class 4,3/19/19,Routine Inspection,A,0,
Woochi Super Buffet,1901 S Signal Butte Rd Suite 101,Mesa,FD-28683,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,1,
Fry's Food Store No 128 (Starbucks),744 W Camelback Rd ,Phoenix,FD-28875,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,A,0,
Bell Creek Shell,17027 N Cave Creek Rd ,Phoenix,FD-28993,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,B,0,
Bell Creek Shell,17027 N Cave Creek Rd ,Phoenix,FD-28994,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,B,0,
Whiskey Row,4420 N Saddlebag Tr Suite 105,Scottsdale,FD-29145,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,3,
Arizona Conservatory For Arts and Academics,2820 W Kelton Ln ,Phoenix,FD-29172,Service Kitchen ,Class 2,3/21/19,Routine Inspection,A,0,
Dunkin Donuts,3800 E Sky Harbor Blvd Unit T4 F21,Phoenix,FD-29384,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Food City No 123,822 S Alma School Rd ,Mesa,FD-29466,E & D 10+ Seating ,Class 4,3/19/19,Verification Visit,A,0,
4 Peaks Brewery,3800 E Sky Harbor Blvd Space T4 N1 F35,Phoenix,FD-29567,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,2,
Magic Keys to Learning Center,3450 E Van Buren St ,Phoenix,FD-29626,Daycare Food Service ,Class 3,3/25/19,Routine Inspection,B,0,
Roliberto's Mexican Food,12555 NW Grand Ave ,El Mirage,FD-29734,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,B,1,
Dragon Bowl,814 E Union Hills Dr Suite C14,Phoenix,FD-29896,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,B,1,
Original Breakfast House,13623 N 32nd St ,Phoenix,FD-29996,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,B,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30179,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,1,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30180,Food Jobber ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30181,Food Catering ,Class 5,3/21/19,Routine Inspection,Not Participating,1,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30183,E & D 0-9 Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30187,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30189,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30191,E & D 0-9 Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex,2330 W Rio Salado Pkwy ,Mesa,FD-30192,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30193,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30194,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30195,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-30216,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chateau Luxe,1175 E Lone Cactus Dr ,Phoenix,FD-30474,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Papa Murphys,3550 E Southern Ave Suite 102,Mesa,FD-30482,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
India Garden,1809 N Dysart Rd Suite C106,Avondale,FD-30744,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Huss Brewing Company,1520 W Mineral Rd Suite 102,Tempe,FD-30751,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Huss Brewing Company,1520 W Mineral Rd Suite 102,Tempe,FD-30752,Food Processor ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Bahama Buck's,1959 S Signal Butte Rd Suite 103,Mesa,FD-30757,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,B,1,
Altitude Coffee Lab,8300 N Hayden Rd Unit E107,Scottsdale,FD-30829,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,1,
Altitude Coffee Lab,8320 N Hayden Rd Unit E107,Scottsdale,FD-30830,Food Processor ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
The Vig - Fillmore,606 N 4th Ave ,Phoenix,FD-30849,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Starbucks,2882 S Santan Village Pkwy ,Gilbert,FD-31085,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Morning Star Assisted Living at Arcadia,3200 E Glenrosa Ave ,Phoenix,FD-31099,Assisted Living ,Class 5,3/25/19,Routine Inspection,Not Participating,2,
Fairmont Scottsdale Princess,7575 E Princess Dr ,Scottsdale,FD-31157,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Thai Lotus Restaurant,7023 N 19th Ave ,Phoenix,FD-31301,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,2,
Cheddar's Casual Cafe,2530 W Chandler Blvd ,Chandler,FD-31325,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,1,
Scooptacular,5150 W Baseline Rd Suite 102,Laveen,FD-31332,Food Processor ,Class 2,3/20/19,Routine Inspection,A,0,
Little Caesar Pizza,4450 E Mcdowell Rd Suite 130,Phoenix,FD-31565,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,A,0,
Ohya Korean Asian Kitchen & Bar,4920 W Thunderbird Rd Suite 117,Glendale,FD-31798,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,2,
Zipps Sports Grill,4710 E Warner Rd ,Phoenix,FD-31801,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,Not Participating,4,
The Habit Burger Grill,16495 N Scottsdale Rd Suite 5B-1,Scottsdale,FD-31887,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Zinc Brasserie,3800 E Sky Harbor Blvd Space T4 S4 F49,Phoenix,FD-31949,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,3,
Subway No 24364,1020 E Pecos Rd Suite 6,Chandler,FD-32191,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
McDonald's,5050 W Indian School Rd ,Phoenix,FD-32274,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,B,0,
Curry Garden,1533 W Elliot Rd Suite 101,Gilbert,FD-32306,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,2,
99 Cents Only Store,3610 W Baseline Rd ,Phoenix,FD-32394,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
Maya Day And Night Club,7333 E Indian Plaza Rd ,Scottsdale,FD-32454,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Maya Day And Night Club,7333 E Indian Plaza Rd ,Scottsdale,FD-32456,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,1,
Essex Gentleman's Club,4139 W Indian School Rd ,Phoenix,FD-32498,E & D 10+ Seating ,Class 2,3/25/19,Routine Inspection,A,0,
Subway No 40505,21 S Signal Butte Rd Suite 103,Mesa,FD-32620,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,B,1,
Step Up Schools,44 E 5th St ,Mesa,FD-32753,Service Kitchen ,Class 2,3/25/19,Routine Inspection,A,0,
Grand Canyon Beverage Company,3300 W Camelback Rd ,Phoenix,FD-32762,E & D 10+ Seating ,Class 2,3/25/19,Routine Inspection,B,0,
Ricardo's Mexican Food,20020 N 59th Ave Suite 103,Glendale,FD-32773,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
HEK Yeah BBQ,15044 N Cave Creek Rd Suite 6,Phoenix,FD-32804,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,1,
Joe's Real BBQ,3800 E Sky Harbor Blvd Space T4 T4 F30,Phoenix,FD-32858,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Joe's Real BBQ,3800 E Sky Harbor Blvd Space T4 T4 F30,Phoenix,FD-32858,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Lo-lo's Chicken and Waffles,3800 E Sky Harbor Blvd Space T4 T4 F30,Phoenix,FD-32863,E & D 0-9 Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Raspados y Neveria el Tamarindo,1640 N 36th St Suite A103,Phoenix,FD-33080,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Holiday Inn Hotel & Suites,1188 N Dysart Rd ,Goodyear,FD-33123,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,C,2,
Holiday Inn Hotel & Suites,1188 N Dysart Rd ,Goodyear,FD-33124,Food Catering ,Class 5,3/21/19,Routine Inspection,A,0,
Dairy Queen - Wal Mart No 5189,5250 W Indian School Rd ,Phoenix,FD-33196,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,A,0,
El Taco Tote,3464 W Camelback Rd ,Phoenix,FD-33388,Food Catering ,Class 5,3/19/19,Routine Inspection,A,0,
Valley Hospital,3550 E Pinchot Ave ,Phoenix,FD-33509,Hospital Food Service ,Class 5,3/19/19,Routine Inspection,A,0,
Lenny's Burger,2737 W Indian School Rd ,Phoenix,FD-33632,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
"Buddyz, A Chicago Pizzeria",18423 E San Tan Blvd Suite 3,Queen Creek,FD-33672,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
